CRASH_ID,SER_NO,INVSTG_AGY_SHORT_DESC,CRASH_SPEED_INVLV_FLG,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,SCHL_ZONE_IND,WRK_ZONE_IND,LANE RDWY DPRT CRASH FLG,UNLOCT FLG,CRASH_DT,CRASH_WK_DAY_CD,CRASH_HR_SHORT_DESC,CNTY_NM,CITY_SECT_NM,URB_AREA_SHORT_NM,HWY_NO,HWY_MED_NM,RDWY_NO,FC_CD,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,RD_CON_NO,LRS VAL,MP_NO,ST_NO,ST_NM,ISECT_ST_NO,ISECT_ST_NM,RD_CHAR_CD,RD_CHAR_SHORT_DESC,CMPSS_DIR_CD,CMPSS_DIR_FROM_CD,CMPSS_DIR_SHORT_DESC,IMPCT_LOC_CD,ISECT_TYP_SHORT_DESC,MEDN_TYP_SHORT_DESC,TURNG_LEG_QTY,LN_QTY,ISECT_REL_FLG,TRAF_CNTL_DEVICE_SHORT_DESC,OFF_RDWY_FLG,RNDABT_FLG,DRVWY_REL_FLG,WTHR_COND_SHORT_DESC,RD_SURF_SHORT_DESC,LGT_COND_SHORT_DESC,CRASH_TYP_SHORT_DESC,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_2_CD,CRASH_EVNT_3_CD,CRASH_CAUSE_1_CD,CRASH_CAUSE_2_CD,CRASH_CAUSE_3_CD,LAT DEG NO,LAT MINUTE NO,LAT SEC NO,LONGTD DEG NO,LONGTD MINUTE NO,LONGTD SEC NO,VHCL_ID,STRIKG_VHCL_FLG,VHCL_CODED_SEQ_NO,VHCL_TYP_SHORT_DESC,VHCL_USE_SHORT_DESC,TRLR_QTY,VHCL_OWNSHP_SHORT_DESC,VHCL_MVMNT_SHORT_DESC,VHCL_CMPSS_DIR_FROM_SHORT_DESC,VHCL_CMPSS_DIR_TO_SHORT_DESC,VHCL_ACTN_CD,VHCL_EVNT_1_CD,VHCL_EVNT_2_CD,VHCL_EVNT_3_CD,VHCL_CAUSE_1_CD,VHCL_CAUSE_2_CD,VHCL_CAUSE_3_CD,PARTIC_ID,STRIKG_PARTIC_FLG,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_MVMNT_SHORT_DESC,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,PARTIC_CMPSS_DIR_TO_SHORT_DESC,INJ_SVRTY_SHORT_DESC,AGE_VAL,SEX_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_SHORT_DESC,PARTIC_ACTN_CD,NON_MOTRST_LOC_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_2_CD,PARTIC_ERR_3_CD,PARTIC_EVNT_1_CD,PARTIC_EVNT_2_CD,PARTIC_EVNT_3_CD,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_3_CD,TOTAL_CRASHES,TOTAL_ROWS
1696533,8538,NONE,0,0,0,0,0,0,N,FALSE,7/24/2016,1,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,303.73,322,PACIFIC HY I-5,9428,NB EX MISSOURI C1,3,STRGHT,5,,S,3,,RSDMD,,8,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,13,,,45,33,8.62,-122,40,42.68,3202354,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3655320,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1698863,8615,NO RPT,0,0,0,0,0,0,N,FALSE,7/25/2016,2,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,2,0001TY100S00,305,9419,NB EF PTLD BLVD C2,1938,N ROSA PARKS WY,3,STRGHT,1,,N,3,,NONE,,1,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,34,15.03,-122,40,40.6,3206442,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3659311,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1698863,8615,NO RPT,0,0,0,0,0,0,N,FALSE,7/25/2016,2,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,2,0001TY100S00,305,9419,NB EF PTLD BLVD C2,1938,N ROSA PARKS WY,3,STRGHT,1,,N,3,,NONE,,1,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,34,15.03,-122,40,40.6,3206443,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3659312,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1697779,9449,NONE,0,0,0,0,0,0,N,FALSE,7/26/2016,3,8A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,4,0001TF100S00,301.15,9451,NB ENFR MORRISON ST,1591,SE MORRISON ST,3,STRGHT,8,,NW,3,,NONE,,1,0,ONE-WAY,0,0,0,CLR,DRY,DAY,NON-COLL,NCOL,PDO,26,,,12,,,45,31,5.6,-122,39,57.57,3204558,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,SE,NW,0,,,,0,,,3657465,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1667193,8647,NONE,0,0,0,0,0,0,N,FALSE,7/26/2016,3,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.02,322,PACIFIC HY I-5,9427,NB EF GOING ST C2,3,STRGHT,5,,S,3,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,33,23.3,-122,40,42.53,3147584,1,1,SEMI TOW,NONE,1,PRVTE,STRGHT,S,N,0,,,,0,,,3591651,0,1,1,DRVR,,,,NONE,40,1,OTH-Y,N-RES,0,,26,,,,,,29,,,717,1693
1667193,8647,NONE,0,0,0,0,0,0,N,FALSE,7/26/2016,3,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.02,322,PACIFIC HY I-5,9427,NB EF GOING ST C2,3,STRGHT,5,,S,3,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,33,23.3,-122,40,42.53,3147585,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3591652,0,1,1,DRVR,,,,INJC,56,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1699092,8657,CITY,0,0,0,0,0,0,N,FALSE,7/26/2016,3,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305.33,322,PACIFIC HY I-5,9418,NB EX LOMBARD EB C1,3,STRGHT,1,,N,3,,RSDMD,,4,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,13,,,7,29,,45,34,31.29,-122,40,42.68,3206864,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3659721,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699092,8657,CITY,0,0,0,0,0,0,N,FALSE,7/26/2016,3,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305.33,322,PACIFIC HY I-5,9418,NB EX LOMBARD EB C1,3,STRGHT,1,,N,3,,RSDMD,,4,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,13,,,7,29,,45,34,31.29,-122,40,42.68,3206865,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,6,,,,0,,,3659722,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699448,8721,NONE,0,0,0,0,0,0,N,FALSE,7/27/2016,4,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.85,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,3,STRGHT,1,,N,5,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,13,,,29,,,45,36,39.4,-122,40,45.51,3207501,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3660347,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699448,8721,NONE,0,0,0,0,0,0,N,FALSE,7/27/2016,4,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.85,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,3,STRGHT,1,,N,5,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,13,,,29,,,45,36,39.4,-122,40,45.51,3207502,0,2,PSNGR CAR,NONE,9,N/A,STOP,S,N,11,,,,0,,,3660348,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1674479,8815,NONE,0,0,0,0,0,0,N,FALSE,7/28/2016,5,7P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.25,302,PACIFIC HY I-5,9435,SB EF WILLIAMS C5,5,CURVE,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,7,,,45,32,2.91,-122,39,58.65,3161315,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3608896,0,1,1,DRVR,,,,NONE,17,1,OR-Y,OR<25,0,,26,,,,,,7,,,717,1693
1674479,8815,NONE,0,0,0,0,0,0,N,FALSE,7/28/2016,5,7P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.25,302,PACIFIC HY I-5,9435,SB EF WILLIAMS C5,5,CURVE,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,7,,,45,32,2.91,-122,39,58.65,3161315,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3608897,0,2,2,PSNG,,,,INJC,19,2,,,0,,0,,,,,,0,,,717,1693
1674479,8815,NONE,0,0,0,0,0,0,N,FALSE,7/28/2016,5,7P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.25,302,PACIFIC HY I-5,9435,SB EF WILLIAMS C5,5,CURVE,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,7,,,45,32,2.91,-122,39,58.65,3161316,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3608898,0,1,1,DRVR,,,,INJC,31,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1667235,8840,NO RPT,0,0,0,0,0,0,N,FALSE,7/28/2016,5,3P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,3,0001TF100S00,301.21,9449,NB EF MORRISN BR C3,9451,NB ENFR MORRISON ST,3,STRGHT,5,,S,3,,NONE,,1,0,RAMP METER,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,INJ,,,,6,,,45,31,8.41,-122,39,58.16,3147674,1,1,SEMI TOW,NONE,1,PRVTE,STRGHT,S,N,52,,,,0,,,3591757,0,1,1,DRVR,,,,NONE,63,1,OTH-Y,N-RES,52,,0,,,,,,6,,,717,1693
1667235,8840,NO RPT,0,0,0,0,0,0,N,FALSE,7/28/2016,5,3P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,3,0001TF100S00,301.21,9449,NB EF MORRISN BR C3,9451,NB ENFR MORRISON ST,3,STRGHT,5,,S,3,,NONE,,1,0,RAMP METER,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,INJ,,,,6,,,45,31,8.41,-122,39,58.16,3147675,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,52,,,,0,,,3591758,0,1,1,DRVR,,,,INJC,68,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1699359,8826,NONE,0,0,0,0,0,0,N,FALSE,7/28/2016,5,5P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299,306,PACIFIC HY I-5,9480,NB EX MACADAM AV C1,3,STRGHT,5,,S,3,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,29,24.69,-122,40,30.12,3207340,1,1,SEMI TOW,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3660185,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699359,8826,NONE,0,0,0,0,0,0,N,FALSE,7/28/2016,5,5P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299,306,PACIFIC HY I-5,9480,NB EX MACADAM AV C1,3,STRGHT,5,,S,3,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,29,24.69,-122,40,30.12,3207341,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3660186,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1697904,8795,NONE,0,0,0,0,0,0,N,FALSE,7/29/2016,6,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.68,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,6,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,32,22.05,-122,40,14.29,3204749,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,NW,SE,0,,,,0,,,3657653,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1697904,8795,NONE,0,0,0,0,0,0,N,FALSE,7/29/2016,6,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.68,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,6,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,32,22.05,-122,40,14.29,3204750,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,NW,SE,6,,,,0,,,3657654,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1674124,8789,NO RPT,0,0,0,0,0,0,N,FALSE,7/29/2016,6,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,306.87,322,PACIFIC HY I-5,609,N DENVER AVE,3,STRGHT,5,,S,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,SS-O,INJ,,,,13,27,,45,35,50.13,-122,41,4.64,3160640,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3608035,0,1,1,DRVR,,,,INJC,20,2,OR-Y,OR<25,38,,45,16,,,,,13,27,,717,1693
1674124,8789,NO RPT,0,0,0,0,0,0,N,FALSE,7/29/2016,6,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,306.87,322,PACIFIC HY I-5,609,N DENVER AVE,3,STRGHT,5,,S,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,SS-O,INJ,,,,13,27,,45,35,50.13,-122,41,4.64,3160641,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3608036,0,1,1,DRVR,,,,NONE,38,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1674124,8789,NO RPT,0,0,0,0,0,0,N,FALSE,7/29/2016,6,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,306.87,322,PACIFIC HY I-5,609,N DENVER AVE,3,STRGHT,5,,S,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,SS-O,INJ,,,,13,27,,45,35,50.13,-122,41,4.64,3160641,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3608037,0,2,2,PSNG,,,,INJB,65,1,,,0,,0,,,,,,0,,,717,1693
1699302,8785,NONE,0,0,0,0,0,0,N,FALSE,7/29/2016,6,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,308.13,322,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,8,BRIDGE,1,,N,5,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,36,53.3,-122,40,38.68,3207242,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3660090,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699302,8785,NONE,0,0,0,0,0,0,N,FALSE,7/29/2016,6,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,308.13,322,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,8,BRIDGE,1,,N,5,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,36,53.3,-122,40,38.68,3207243,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3660091,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699184,8770,CITY,0,0,0,0,0,0,N,FALSE,7/29/2016,6,12P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305.92,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,8,BRIDGE,5,,S,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,35,2.35,-122,40,44.76,3207037,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3659892,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699184,8770,CITY,0,0,0,0,0,0,N,FALSE,7/29/2016,6,12P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305.92,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,8,BRIDGE,5,,S,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,35,2.35,-122,40,44.76,3207038,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3659893,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1674020,8759,NONE,0,0,0,0,0,0,N,FALSE,7/29/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.52,322,PACIFIC HY I-5,9412,NB EX VICTORY BV C1,3,STRGHT,1,,N,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,35,33.26,-122,40,58.13,3160441,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3607780,0,1,1,DRVR,,,,NONE,42,1,OTH-Y,N-RES,0,,26,,,,,,29,,,717,1693
1674020,8759,NONE,0,0,0,0,0,0,N,FALSE,7/29/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.52,322,PACIFIC HY I-5,9412,NB EX VICTORY BV C1,3,STRGHT,1,,N,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,35,33.26,-122,40,58.13,3160442,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,13,,,0,,,3607781,0,1,1,DRVR,,,,NONE,39,2,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1674020,8759,NONE,0,0,0,0,0,0,N,FALSE,7/29/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.52,322,PACIFIC HY I-5,9412,NB EX VICTORY BV C1,3,STRGHT,1,,N,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,35,33.26,-122,40,58.13,3160443,0,3,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,22,,,,0,,,3607782,0,1,1,DRVR,,,,INJC,52,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1699821,8878,NONE,0,0,0,0,0,0,N,FALSE,7/30/2016,7,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,307.53,322,PACIFIC HY I-5,9902,SB EXTO MARINE DR,8,BRIDGE,1,,N,9,,RSDMD,,7,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,OTH,PDO,28,23,,10,,,45,36,24.4,-122,40,55.31,3208174,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3660998,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699821,8878,NONE,0,0,0,0,0,0,N,FALSE,7/30/2016,7,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,307.53,322,PACIFIC HY I-5,9902,SB EXTO MARINE DR,8,BRIDGE,1,,N,9,,RSDMD,,7,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,OTH,PDO,28,23,,10,,,45,36,24.4,-122,40,55.31,3208175,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3660999,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1674566,8859,NONE,0,0,0,0,0,0,N,FALSE,7/30/2016,7,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.35,322,PACIFIC HY I-5,9101,NB EXTO I-5 NBD,3,STRGHT,5,,S,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,36,13.46,-122,40,57.92,3161476,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3609110,0,1,1,DRVR,,,,NONE,50,2,OTH-Y,N-RES,0,,26,,,,,,29,,,717,1693
1674566,8859,NONE,0,0,0,0,0,0,N,FALSE,7/30/2016,7,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.35,322,PACIFIC HY I-5,9101,NB EXTO I-5 NBD,3,STRGHT,5,,S,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,36,13.46,-122,40,57.92,3161477,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3609111,0,1,1,DRVR,,,,INJC,46,2,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1674566,8859,NONE,0,0,0,0,0,0,N,FALSE,7/30/2016,7,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.35,322,PACIFIC HY I-5,9101,NB EXTO I-5 NBD,3,STRGHT,5,,S,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,36,13.46,-122,40,57.92,3161477,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3609112,0,2,2,PSNG,,,,INJC,53,1,,,0,,0,,,,,,0,,,717,1693
1699824,8880,NONE,1,0,0,0,0,0,N,FALSE,7/30/2016,7,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,308.03,322,PACIFIC HY I-5,9457,NB EF JANTZN BCH C2,3,STRGHT,1,,N,3,,RSDMD,,6,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,1,,,45,36,48.43,-122,40,40.24,3208179,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3661003,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699824,8880,NONE,1,0,0,0,0,0,N,FALSE,7/30/2016,7,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,308.03,322,PACIFIC HY I-5,9457,NB EF JANTZN BCH C2,3,STRGHT,1,,N,3,,RSDMD,,6,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,1,,,45,36,48.43,-122,40,40.24,3208180,0,2,PSNGR CAR,NONE,9,N/A,STOP,S,N,11,,,,0,,,3661004,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699848,8897,NONE,0,0,0,0,0,0,N,FALSE,7/31/2016,1,9P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.42,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,5,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DLIT,S-STRGHT,SS-O,PDO,,,,13,,,45,30,30.26,-122,40,6.05,3208223,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,NE,SW,0,,,,0,,,3661045,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699848,8897,NONE,0,0,0,0,0,0,N,FALSE,7/31/2016,1,9P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.42,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,5,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DLIT,S-STRGHT,SS-O,PDO,,,,13,,,45,30,30.26,-122,40,6.05,3208224,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,NE,SW,0,,,,0,,,3661046,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1699841,8891,NONE,0,0,0,0,0,0,N,FALSE,7/31/2016,1,6P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.72,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,3,STRGHT,6,,SW,3,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,27,,,45,36,32.64,-122,40,49.45,3208210,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,SW,NE,0,,,,0,,,3661033,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
